dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1753171200,2025-07-22 08:00:00,3.0,72.02,0.01,0.04,47.1,0.25,14.66,55.85,0.0
1753174800,2025-07-22 09:00:00,3.0,71.98,0.01,0.04,45.64,0.25,14.19,53.08,0.0
1753178400,2025-07-22 10:00:00,2.0,72.11,0.01,0.04,44.6,0.24,13.73,49.78,0.0
1753182000,2025-07-22 11:00:00,2.0,72.13,0.01,0.04,43.67,0.24,13.32,46.18,0.0
1753185600,2025-07-22 12:00:00,2.0,72.06,0.0,0.05,43.03,0.24,13.11,43.32,0.0
1753189200,2025-07-22 13:00:00,2.0,72.21,0.0,0.06,42.66,0.25,13.03,41.47,0.0
1753192800,2025-07-22 14:00:00,2.0,72.77,0.0,0.07,42.47,0.25,13.0,40.98,0.0
1753196400,2025-07-22 15:00:00,2.0,73.31,0.0,0.07,42.49,0.26,13.33,43.57,0.0
1753200000,2025-07-22 16:00:00,2.0,74.16,0.0,0.07,42.77,0.28,13.63,47.24,0.0
1753203600,2025-07-22 17:00:00,3.0,75.24,0.0,0.07,43.34,0.29,14.07,51.02,0.0
1753207200,2025-07-22 18:00:00,3.0,76.76,0.0,0.07,44.17,0.31,14.62,54.66,0.0
1753210800,2025-07-22 19:00:00,3.0,78.25,0.0,0.07,45.08,0.31,14.95,55.35,0.0
1753214400,2025-07-22 20:00:00,3.0,79.74,0.0,0.07,45.98,0.3,14.93,53.48,0.0
1753218000,2025-07-22 21:00:00,3.0,81.12,0.0,0.07,46.72,0.29,14.66,51.2,0.0
1753221600,2025-07-22 22:00:00,3.0,81.94,0.0,0.07,47.22,0.28,14.32,50.98,0.0
1753225200,2025-07-22 23:00:00,3.0,82.32,0.0,0.08,47.56,0.29,14.31,52.41,0.0
1753228800,2025-07-23 00:00:00,3.0,82.5,0.0,0.08,47.89,0.29,14.35,52.64,0.0
1753232400,2025-07-23 01:00:00,3.0,82.66,0.0,0.08,48.51,0.3,14.33,51.27,0.0
1753236000,2025-07-23 02:00:00,3.0,82.53,0.0,0.08,49.11,0.3,14.51,50.84,0.0
1753239600,2025-07-23 03:00:00,3.0,82.08,0.0,0.08,49.82,0.3,14.98,52.35,0.0
1753243200,2025-07-23 04:00:00,3.0,81.87,0.01,0.07,50.6,0.31,15.33,54.89,0.0
1753246800,2025-07-23 05:00:00,3.0,81.47,0.01,0.06,51.34,0.32,15.84,59.45,0.0
1753250400,2025-07-23 06:00:00,3.0,80.84,0.01,0.06,51.72,0.34,16.4,64.77,0.0
1753254000,2025-07-23 07:00:00,3.0,79.59,0.01,0.05,51.56,0.36,16.91,69.64,0.0
1753257600,2025-07-23 08:00:00,3.0,77.58,0.01,0.05,50.82,0.38,17.34,73.16,0.0
1753261200,2025-07-23 09:00:00,3.0,75.57,0.01,0.05,49.64,0.4,17.7,75.06,0.0
1753264800,2025-07-23 10:00:00,3.0,74.17,0.01,0.05,48.38,0.41,18.0,76.68,0.0
1753268400,2025-07-23 11:00:00,3.0,73.36,0.01,0.05,47.22,0.42,17.98,77.24,0.0
1753272000,2025-07-23 12:00:00,3.0,73.32,0.01,0.05,46.41,0.42,17.72,76.57,0.0
1753275600,2025-07-23 13:00:00,3.0,73.81,0.0,0.06,46.09,0.41,17.36,73.72,0.0
1753279200,2025-07-23 14:00:00,3.0,74.47,0.0,0.07,46.01,0.41,16.42,69.13,0.0
1753282800,2025-07-23 15:00:00,3.0,75.05,0.0,0.08,46.15,0.41,15.27,64.83,0.0
1753286400,2025-07-23 16:00:00,3.0,75.71,0.0,0.08,46.38,0.42,14.9,63.5,0.0
1753290000,2025-07-23 17:00:00,3.0,76.73,0.0,0.08,46.8,0.43,16.15,69.44,0.0
1753293600,2025-07-23 18:00:00,3.0,78.0,0.0,0.08,47.25,0.44,18.9,82.26,0.0
1753297200,2025-07-23 19:00:00,3.0,79.33,0.0,0.08,47.65,0.45,22.24,96.35,0.0
1753300800,2025-07-23 20:00:00,4.0,80.37,0.0,0.08,47.85,0.45,25.13,108.14,0.0
1753304400,2025-07-23 21:00:00,4.0,80.43,0.0,0.09,47.74,0.46,27.1,115.73,0.0
1753308000,2025-07-23 22:00:00,4.0,79.92,0.0,0.09,47.43,0.46,27.71,117.18,0.0
1753311600,2025-07-23 23:00:00,4.0,79.09,0.0,0.08,47.16,0.46,26.89,112.67,0.0
1753315200,2025-07-24 00:00:00,4.0,78.44,0.0,0.08,47.12,0.45,25.16,105.58,0.0
1753318800,2025-07-24 01:00:00,3.0,78.24,0.0,0.08,47.39,0.44,23.21,98.02,0.0
1753322400,2025-07-24 02:00:00,3.0,78.25,0.0,0.08,48.02,0.41,21.26,88.89,0.0
1753326000,2025-07-24 03:00:00,3.0,78.46,0.0,0.08,48.71,0.39,20.1,82.2,0.0
1753329600,2025-07-24 04:00:00,3.0,78.36,0.01,0.07,49.28,0.37,19.83,80.31,0.0
1753333200,2025-07-24 05:00:00,3.0,78.03,0.01,0.06,49.47,0.36,20.24,82.29,0.0
1753336800,2025-07-24 06:00:00,3.0,77.49,0.01,0.05,49.24,0.35,20.88,84.69,0.0
1753340400,2025-07-24 07:00:00,3.0,76.98,0.01,0.04,48.59,0.35,21.57,88.52,0.0
1753344000,2025-07-24 08:00:00,3.0,76.55,0.01,0.04,47.55,0.36,22.28,92.31,0.0
1753347600,2025-07-24 09:00:00,3.0,76.03,0.01,0.04,46.42,0.37,22.93,94.5,0.0
1753351200,2025-07-24 10:00:00,3.0,75.96,0.01,0.04,45.52,0.38,23.51,97.21,0.0
1753354800,2025-07-24 11:00:00,3.0,75.97,0.01,0.04,44.98,0.39,23.56,98.1,0.0
1753358400,2025-07-24 12:00:00,3.0,76.16,0.01,0.05,44.88,0.4,23.04,96.32,0.0
1753362000,2025-07-24 13:00:00,3.0,76.93,0.01,0.06,45.28,0.4,22.08,92.44,0.0
1753365600,2025-07-24 14:00:00,3.0,77.72,0.0,0.08,45.83,0.4,20.87,87.14,0.0
1753369200,2025-07-24 15:00:00,3.0,78.55,0.0,0.09,46.38,0.39,20.0,83.28,0.0
1753372800,2025-07-24 16:00:00,3.0,79.16,0.0,0.09,46.71,0.39,19.73,81.9,0.0
1753376400,2025-07-24 17:00:00,3.0,79.82,0.0,0.09,46.84,0.39,19.94,82.03,0.0
1753380000,2025-07-24 18:00:00,3.0,80.14,0.0,0.09,46.74,0.39,20.68,82.93,0.0
1753383600,2025-07-24 19:00:00,3.0,80.12,0.0,0.09,46.34,0.39,22.13,85.49,0.0
1753387200,2025-07-24 20:00:00,3.0,79.59,0.0,0.09,45.72,0.39,24.41,93.75,0.0
1753390800,2025-07-24 21:00:00,4.0,78.61,0.0,0.09,44.87,0.42,26.99,106.01,0.0
1753394400,2025-07-24 22:00:00,4.0,77.21,0.0,0.09,44.2,0.44,28.41,111.87,0.0
1753398000,2025-07-24 23:00:00,4.0,76.0,0.0,0.09,43.93,0.45,27.96,108.27,0.0
1753401600,2025-07-25 00:00:00,4.0,75.11,0.0,0.09,44.11,0.44,26.69,101.88,0.0
1753405200,2025-07-25 01:00:00,3.0,74.58,0.0,0.09,44.42,0.44,25.82,98.78,0.0
1753408800,2025-07-25 02:00:00,4.0,73.81,0.0,0.1,44.57,0.44,25.92,100.04,0.0
1753412400,2025-07-25 03:00:00,4.0,73.43,0.0,0.1,44.86,0.44,26.01,101.27,0.0
1753416000,2025-07-25 04:00:00,4.0,73.05,0.01,0.08,45.34,0.44,26.05,104.37,0.0
1753419600,2025-07-25 05:00:00,4.0,73.18,0.01,0.07,46.02,0.43,26.0,107.79,0.0
1753423200,2025-07-25 06:00:00,4.0,73.82,0.01,0.06,46.76,0.42,25.87,109.67,0.0
1753426800,2025-07-25 07:00:00,4.0,74.74,0.01,0.05,47.37,0.41,25.8,110.49,0.0
1753430400,2025-07-25 08:00:00,4.0,75.76,0.01,0.04,47.97,0.4,25.82,110.82,0.0
1753434000,2025-07-25 09:00:00,4.0,76.63,0.01,0.04,48.22,0.39,26.03,110.77,0.0
1753437600,2025-07-25 10:00:00,4.0,77.03,0.01,0.04,48.55,0.39,26.28,108.32,0.0
1753441200,2025-07-25 11:00:00,4.0,76.97,0.01,0.05,48.87,0.39,26.15,103.61,0.0
1753444800,2025-07-25 12:00:00,3.0,76.89,0.01,0.05,49.56,0.39,25.61,97.75,0.0
1753448400,2025-07-25 13:00:00,3.0,77.44,0.0,0.06,50.9,0.39,24.47,92.09,0.0
1753452000,2025-07-25 14:00:00,3.0,78.31,0.0,0.08,52.51,0.4,23.76,89.45,0.0
1753455600,2025-07-25 15:00:00,3.0,78.76,0.0,0.08,53.89,0.41,24.09,91.35,0.0
1753459200,2025-07-25 16:00:00,3.0,78.73,0.0,0.09,54.66,0.43,24.94,93.98,0.0
1753462800,2025-07-25 17:00:00,3.0,78.28,0.0,0.09,54.89,0.44,26.18,97.58,0.0
1753466400,2025-07-25 18:00:00,4.0,77.31,0.0,0.09,54.44,0.46,27.83,103.5,0.0
1753470000,2025-07-25 19:00:00,4.0,75.67,0.0,0.09,53.17,0.47,29.38,107.94,0.0
1753473600,2025-07-25 20:00:00,4.0,74.41,0.0,0.09,51.96,0.47,30.45,108.46,0.0
1753477200,2025-07-25 21:00:00,4.0,73.46,0.0,0.09,51.11,0.47,31.12,108.85,0.0
1753480800,2025-07-25 22:00:00,4.0,72.85,0.0,0.09,50.65,0.46,31.32,105.17,0.0
1753484400,2025-07-25 23:00:00,4.0,72.55,0.0,0.09,50.54,0.45,31.35,102.0,0.0
1753488000,2025-07-26 00:00:00,4.0,72.25,0.0,0.09,50.79,0.45,31.24,102.23,0.0
1753491600,2025-07-26 01:00:00,4.0,72.54,0.0,0.08,51.51,0.43,30.75,104.32,0.0
1753495200,2025-07-26 02:00:00,4.0,73.1,0.0,0.08,52.77,0.43,30.01,107.48,0.0
1753498800,2025-07-26 03:00:00,4.0,73.51,0.0,0.09,53.9,0.42,29.19,109.68,0.0
1753502400,2025-07-26 04:00:00,4.0,73.25,0.0,0.08,54.24,0.42,28.47,109.06,0.0
1753506000,2025-07-26 05:00:00,4.0,72.25,0.01,0.07,53.4,0.43,28.15,107.12,0.0
1753509600,2025-07-26 06:00:00,4.0,71.26,0.01,0.05,52.36,0.42,27.55,101.04,0.0
1753513200,2025-07-26 07:00:00,3.0,70.63,0.01,0.04,51.29,0.41,26.69,94.33,0.0
1753516800,2025-07-26 08:00:00,3.0,70.44,0.01,0.04,50.5,0.4,25.71,89.74,0.0
1753520400,2025-07-26 09:00:00,3.0,70.63,0.01,0.04,49.83,0.39,24.88,88.05,0.0
1753524000,2025-07-26 10:00:00,3.0,71.2,0.01,0.04,49.36,0.4,24.65,91.48,0.0
1753527600,2025-07-26 11:00:00,3.0,71.62,0.01,0.04,48.92,0.43,25.26,98.76,0.0
1753531200,2025-07-26 12:00:00,4.0,72.2,0.01,0.05,48.76,0.46,26.61,108.24,0.0
1753534800,2025-07-26 13:00:00,4.0,72.96,0.0,0.06,49.2,0.49,28.09,115.79,0.0
1753538400,2025-07-26 14:00:00,4.0,73.63,0.0,0.08,49.92,0.52,29.73,124.5,0.0
1753542000,2025-07-26 15:00:00,4.0,74.1,0.0,0.09,50.77,0.54,31.78,135.65,0.0
1753545600,2025-07-26 16:00:00,4.0,74.25,0.0,0.09,51.38,0.56,33.96,147.53,0.0
1753549200,2025-07-26 17:00:00,4.0,74.02,0.0,0.09,51.82,0.59,36.21,160.12,0.0
1753552800,2025-07-26 18:00:00,4.0,73.52,0.0,0.09,51.94,0.61,37.96,170.97,0.0
1753556400,2025-07-26 19:00:00,4.0,72.64,0.0,0.09,51.71,0.62,38.63,177.56,0.0
1753560000,2025-07-26 20:00:00,4.0,71.67,0.0,0.09,51.3,0.63,38.4,180.01,0.0
1753563600,2025-07-26 21:00:00,4.0,70.77,0.0,0.09,50.8,0.63,37.68,179.43,0.0
1753567200,2025-07-26 22:00:00,4.0,70.22,0.0,0.09,50.22,0.64,36.78,176.41,0.0
1753570800,2025-07-26 23:00:00,4.0,69.53,0.0,0.09,49.68,0.65,35.71,171.62,0.0
1753574400,2025-07-27 00:00:00,4.0,69.07,0.0,0.09,49.27,0.64,34.61,166.76,0.0
1753578000,2025-07-27 01:00:00,4.0,69.0,0.0,0.09,49.36,0.63,33.24,161.23,0.0
1753581600,2025-07-27 02:00:00,4.0,69.25,0.0,0.09,49.82,0.61,32.43,159.12,0.0
1753585200,2025-07-27 03:00:00,4.0,69.39,0.0,0.09,50.1,0.6,31.42,155.91,0.0
1753588800,2025-07-27 04:00:00,4.0,69.03,0.0,0.09,49.92,0.59,30.22,151.04,0.0
1753592400,2025-07-27 05:00:00,4.0,68.64,0.01,0.08,49.57,0.58,28.82,144.77,0.0
1753596000,2025-07-27 06:00:00,4.0,68.54,0.01,0.07,49.53,0.56,27.33,137.98,0.0
1753599600,2025-07-27 07:00:00,4.0,69.34,0.01,0.06,50.35,0.53,25.94,132.05,0.0
1753603200,2025-07-27 08:00:00,4.0,70.96,0.01,0.05,51.78,0.5,25.53,130.49,0.0
1753606800,2025-07-27 09:00:00,4.0,72.29,0.01,0.05,52.63,0.49,26.57,135.42,0.0
1753610400,2025-07-27 10:00:00,4.0,72.96,0.0,0.06,52.67,0.51,28.51,144.34,0.0
1753614000,2025-07-27 11:00:00,4.0,72.79,0.0,0.06,52.05,0.54,30.42,153.05,0.0
1753617600,2025-07-27 12:00:00,4.0,72.53,0.0,0.08,51.44,0.57,31.63,158.54,0.0
1753621200,2025-07-27 13:00:00,4.0,72.83,0.0,0.09,51.25,0.57,32.43,162.82,0.0
1753624800,2025-07-27 14:00:00,4.0,73.38,0.0,0.09,51.24,0.57,33.32,167.8,0.0
1753628400,2025-07-27 15:00:00,4.0,73.55,0.0,0.1,50.82,0.56,34.41,174.17,0.0
1753632000,2025-07-27 16:00:00,4.0,73.33,0.0,0.1,50.14,0.56,35.36,180.31,0.0
1753635600,2025-07-27 17:00:00,4.0,72.81,0.0,0.1,49.35,0.56,36.01,185.58,0.0
1753639200,2025-07-27 18:00:00,4.0,72.14,0.0,0.1,48.39,0.56,35.94,187.44,0.0
1753642800,2025-07-27 19:00:00,4.0,71.11,0.0,0.1,46.94,0.58,34.87,183.75,0.0
1753646400,2025-07-27 20:00:00,4.0,70.04,0.0,0.11,45.35,0.6,33.34,175.81,0.0
1753650000,2025-07-27 21:00:00,4.0,69.41,0.0,0.11,44.2,0.62,31.9,167.07,0.0
1753653600,2025-07-27 22:00:00,4.0,69.47,0.0,0.11,44.06,0.62,30.95,161.28,0.0
1753657200,2025-07-27 23:00:00,4.0,70.06,0.0,0.1,44.71,0.61,30.37,158.1,0.0
1753660800,2025-07-28 00:00:00,4.0,70.56,0.0,0.1,45.15,0.6,29.8,155.15,0.0
1753664400,2025-07-28 01:00:00,4.0,70.47,0.0,0.1,45.18,0.6,29.12,150.72,0.0
1753668000,2025-07-28 02:00:00,4.0,70.31,0.0,0.1,44.9,0.6,28.46,145.41,0.0
1753671600,2025-07-28 03:00:00,4.0,70.19,0.0,0.11,44.75,0.6,27.63,139.86,0.0
1753675200,2025-07-28 04:00:00,4.0,70.11,0.0,0.1,44.89,0.6,27.23,137.33,0.0
1753678800,2025-07-28 05:00:00,4.0,69.98,0.01,0.1,45.11,0.61,27.28,137.54,0.0
1753682400,2025-07-28 06:00:00,4.0,69.79,0.01,0.09,45.25,0.63,27.5,138.5,0.0
1753686000,2025-07-28 07:00:00,4.0,69.63,0.01,0.08,45.32,0.64,27.47,137.94,0.0
1753689600,2025-07-28 08:00:00,4.0,69.45,0.01,0.08,45.24,0.64,26.81,134.36,0.0
1753693200,2025-07-28 09:00:00,4.0,69.54,0.0,0.08,45.29,0.63,26.74,133.88,0.0
1753696800,2025-07-28 10:00:00,4.0,69.75,0.0,0.08,45.41,0.62,27.18,136.49,0.0
1753700400,2025-07-28 11:00:00,4.0,69.81,0.0,0.08,45.37,0.61,27.98,141.33,0.0
1753704000,2025-07-28 12:00:00,4.0,69.78,0.0,0.08,45.34,0.6,28.97,146.99,0.0
1753707600,2025-07-28 13:00:00,4.0,69.93,0.0,0.09,45.44,0.6,30.17,153.59,0.0
1753711200,2025-07-28 14:00:00,4.0,69.86,0.0,0.1,45.4,0.6,31.39,160.31,0.0
1753714800,2025-07-28 15:00:00,4.0,69.62,0.0,0.1,45.27,0.61,32.44,166.07,0.0
1753718400,2025-07-28 16:00:00,4.0,69.45,0.0,0.1,45.13,0.62,33.02,169.52,0.0
1753722000,2025-07-28 17:00:00,4.0,69.39,0.0,0.1,45.15,0.63,32.93,169.08,0.0
1753725600,2025-07-28 18:00:00,4.0,69.13,0.0,0.1,45.16,0.64,32.22,164.75,0.0
1753729200,2025-07-28 19:00:00,4.0,68.87,0.0,0.1,45.13,0.65,30.95,157.79,0.0
1753732800,2025-07-28 20:00:00,4.0,68.71,0.0,0.1,45.53,0.66,29.71,151.38,0.0
1753736400,2025-07-28 21:00:00,4.0,69.03,0.0,0.1,46.2,0.66,28.59,145.26,0.0
1753740000,2025-07-28 22:00:00,4.0,69.27,0.0,0.1,47.0,0.66,27.5,139.04,0.0
1753743600,2025-07-28 23:00:00,4.0,69.55,0.0,0.09,47.68,0.67,26.86,135.14,0.0
1753747200,2025-07-29 00:00:00,4.0,69.45,0.0,0.09,47.97,0.68,26.16,130.54,0.0
1753750800,2025-07-29 01:00:00,4.0,69.31,0.0,0.09,48.23,0.68,24.92,122.66,0.0
1753754400,2025-07-29 02:00:00,4.0,69.48,0.0,0.09,48.67,0.65,23.44,114.45,0.0
1753758000,2025-07-29 03:00:00,4.0,70.06,0.0,0.08,49.33,0.64,22.81,112.17,0.0
1753761600,2025-07-29 04:00:00,4.0,70.58,0.01,0.07,49.85,0.64,23.1,115.42,0.0
1753765200,2025-07-29 05:00:00,4.0,70.87,0.01,0.07,49.88,0.64,23.42,117.98,0.0
1753768800,2025-07-29 06:00:00,4.0,71.05,0.01,0.06,49.36,0.64,23.75,119.71,0.0
1753772400,2025-07-29 07:00:00,4.0,71.11,0.01,0.05,48.37,0.64,24.41,121.39,0.0
1753776000,2025-07-29 08:00:00,4.0,71.47,0.01,0.05,47.43,0.64,25.42,125.32,0.0
1753779600,2025-07-29 09:00:00,4.0,72.26,0.01,0.05,46.81,0.62,26.36,129.47,0.0
1753783200,2025-07-29 10:00:00,4.0,73.48,0.01,0.05,46.65,0.6,27.32,135.29,0.0
1753786800,2025-07-29 11:00:00,4.0,74.45,0.01,0.05,46.59,0.59,28.48,141.07,0.0
1753790400,2025-07-29 12:00:00,4.0,75.09,0.0,0.06,46.58,0.58,30.11,148.04,0.0
1753794000,2025-07-29 13:00:00,4.0,75.34,0.0,0.08,46.56,0.59,32.25,157.4,0.0
1753797600,2025-07-29 14:00:00,4.0,74.71,0.0,0.09,46.14,0.61,34.44,167.25,0.0
1753801200,2025-07-29 15:00:00,4.0,73.57,0.0,0.1,45.69,0.62,36.17,175.59,0.0
1753804800,2025-07-29 16:00:00,4.0,72.36,0.0,0.1,45.31,0.63,36.92,180.89,0.0
1753808400,2025-07-29 17:00:00,4.0,71.0,0.0,0.1,44.96,0.64,36.82,182.09,0.0
1753812000,2025-07-29 18:00:00,4.0,69.42,0.0,0.1,44.33,0.68,35.83,177.42,0.0
1753815600,2025-07-29 19:00:00,4.0,67.93,0.0,0.1,43.8,0.7,34.33,168.93,0.0
1753819200,2025-07-29 20:00:00,4.0,67.1,0.0,0.1,43.73,0.71,32.96,161.13,0.0
1753822800,2025-07-29 21:00:00,4.0,66.88,0.0,0.1,43.92,0.72,32.13,155.51,0.0
1753826400,2025-07-29 22:00:00,4.0,67.08,0.0,0.1,44.61,0.71,31.94,153.78,0.0
1753830000,2025-07-29 23:00:00,4.0,67.18,0.0,0.1,45.12,0.72,31.97,153.18,0.0
1753833600,2025-07-30 00:00:00,4.0,67.07,0.0,0.1,45.41,0.73,31.85,151.87,0.0
1753837200,2025-07-30 01:00:00,4.0,67.33,0.0,0.1,45.94,0.74,31.66,151.41,0.0
1753840800,2025-07-30 02:00:00,4.0,67.67,0.0,0.1,46.7,0.74,31.5,151.85,0.0
1753844400,2025-07-30 03:00:00,4.0,68.35,0.0,0.09,47.95,0.72,31.48,154.07,0.0
1753848000,2025-07-30 04:00:00,4.0,68.97,0.01,0.09,49.15,0.71,31.46,156.34,0.0
1753851600,2025-07-30 05:00:00,4.0,69.18,0.01,0.07,50.06,0.7,31.33,156.94,0.0
1753855200,2025-07-30 06:00:00,4.0,69.27,0.01,0.06,50.7,0.68,31.49,158.04,0.0
1753858800,2025-07-30 07:00:00,4.0,69.32,0.01,0.06,50.83,0.67,31.88,159.42,0.0
1753862400,2025-07-30 08:00:00,4.0,69.18,0.01,0.05,50.51,0.67,32.15,159.12,0.0
1753866000,2025-07-30 09:00:00,4.0,68.84,0.01,0.05,49.81,0.68,32.35,157.15,0.0
1753869600,2025-07-30 10:00:00,4.0,68.52,0.01,0.06,49.01,0.69,32.82,155.08,0.0
1753873200,2025-07-30 11:00:00,4.0,68.35,0.01,0.06,48.28,0.7,33.58,153.86,0.0
1753876800,2025-07-30 12:00:00,4.0,68.62,0.01,0.07,47.96,0.71,34.89,155.45,0.0
1753880400,2025-07-30 13:00:00,4.0,69.76,0.0,0.09,48.16,0.71,36.92,160.45,0.0
1753884000,2025-07-30 14:00:00,4.0,71.28,0.0,0.11,48.61,0.71,39.31,166.87,0.0
1753887600,2025-07-30 15:00:00,4.0,72.5,0.0,0.11,48.8,0.7,41.51,172.21,0.0
1753891200,2025-07-30 16:00:00,4.0,73.02,0.0,0.12,48.53,0.7,42.72,174.94,0.0
1753894800,2025-07-30 17:00:00,4.0,72.93,0.0,0.12,47.77,0.7,42.88,175.34,0.0
1753898400,2025-07-30 18:00:00,4.0,72.57,0.0,0.12,46.66,0.7,42.13,173.0,0.0
1753902000,2025-07-30 19:00:00,4.0,72.15,0.0,0.12,45.51,0.7,40.46,168.58,0.0
1753905600,2025-07-30 20:00:00,4.0,72.25,0.0,0.12,44.91,0.7,38.35,163.21,0.0
1753909200,2025-07-30 21:00:00,4.0,72.35,0.0,0.11,44.89,0.69,36.24,158.39,0.0
1753912800,2025-07-30 22:00:00,4.0,72.49,0.0,0.11,45.3,0.67,34.53,154.7,0.0
1753916400,2025-07-30 23:00:00,4.0,71.99,0.0,0.11,45.46,0.67,32.93,150.18,0.0
1753920000,2025-07-31 00:00:00,4.0,70.93,0.0,0.11,45.46,0.67,31.43,143.89,0.0
1753923600,2025-07-31 01:00:00,4.0,70.08,0.0,0.11,45.66,0.67,30.48,142.06,0.0
1753927200,2025-07-31 02:00:00,4.0,69.94,0.0,0.11,46.25,0.66,29.96,141.56,0.0
1753930800,2025-07-31 03:00:00,4.0,70.18,0.0,0.1,46.94,0.64,29.49,139.91,0.0
1753934400,2025-07-31 04:00:00,4.0,70.58,0.0,0.1,47.54,0.62,29.18,138.39,0.0
1753938000,2025-07-31 05:00:00,4.0,71.4,0.01,0.09,48.05,0.61,29.12,138.06,0.0
1753941600,2025-07-31 06:00:00,4.0,72.05,0.01,0.08,48.09,0.6,29.08,137.56,0.0
1753945200,2025-07-31 07:00:00,4.0,72.21,0.01,0.07,47.73,0.6,29.39,137.61,0.0
1753948800,2025-07-31 08:00:00,4.0,72.27,0.01,0.06,47.08,0.59,29.57,134.38,0.0
1753952400,2025-07-31 09:00:00,4.0,72.18,0.01,0.06,46.26,0.58,29.63,133.11,0.0
1753956000,2025-07-31 10:00:00,4.0,71.98,0.01,0.06,45.65,0.58,29.73,132.61,0.0
1753959600,2025-07-31 11:00:00,4.0,72.14,0.01,0.07,45.39,0.57,29.8,134.33,0.0
1753963200,2025-07-31 12:00:00,4.0,72.33,0.01,0.08,45.46,0.57,29.88,137.84,0.0
1753966800,2025-07-31 13:00:00,4.0,72.8,0.0,0.09,45.65,0.56,29.93,139.15,0.0
1753970400,2025-07-31 14:00:00,4.0,73.1,0.0,0.11,45.74,0.55,30.08,139.69,0.0
1753974000,2025-07-31 15:00:00,4.0,73.34,0.0,0.11,45.54,0.55,30.31,139.97,0.0
1753977600,2025-07-31 16:00:00,4.0,73.35,0.0,0.11,45.23,0.54,30.58,140.46,0.0
1753981200,2025-07-31 17:00:00,4.0,73.66,0.0,0.11,44.99,0.54,31.01,142.07,0.0
1753984800,2025-07-31 18:00:00,4.0,74.48,0.0,0.11,44.92,0.53,31.55,144.89,0.0
1753988400,2025-07-31 19:00:00,4.0,75.34,0.0,0.11,44.85,0.51,31.92,147.74,0.0
1753992000,2025-07-31 20:00:00,4.0,76.23,0.0,0.1,44.87,0.51,32.07,149.8,0.0
1753995600,2025-07-31 21:00:00,4.0,76.66,0.0,0.1,44.88,0.51,31.65,149.29,0.0
1753999200,2025-07-31 22:00:00,4.0,76.55,0.0,0.1,44.92,0.52,30.54,144.1,0.0
1754002800,2025-07-31 23:00:00,4.0,76.13,0.0,0.1,45.04,0.53,29.06,136.64,0.0
1754006400,2025-08-01 00:00:00,4.0,75.66,0.0,0.1,45.29,0.54,27.61,129.85,0.0
1754010000,2025-08-01 01:00:00,4.0,75.17,0.0,0.1,45.73,0.53,25.81,118.61,0.0
1754013600,2025-08-01 02:00:00,4.0,75.39,0.0,0.1,46.46,0.5,23.46,103.01,0.0
1754017200,2025-08-01 03:00:00,3.0,75.59,0.0,0.1,47.12,0.47,21.43,89.79,0.0
1754020800,2025-08-01 04:00:00,3.0,75.32,0.01,0.08,47.44,0.44,20.08,79.59,0.0
1754024400,2025-08-01 05:00:00,3.0,74.9,0.01,0.07,47.32,0.43,19.66,73.25,0.0
1754028000,2025-08-01 06:00:00,3.0,74.68,0.01,0.07,46.8,0.42,19.6,68.27,0.0
1754031600,2025-08-01 07:00:00,3.0,75.03,0.01,0.06,46.23,0.41,19.57,65.52,0.0
1754035200,2025-08-01 08:00:00,3.0,75.99,0.01,0.06,45.71,0.4,19.56,64.75,0.0
1754038800,2025-08-01 09:00:00,3.0,77.52,0.01,0.05,45.35,0.39,19.7,65.37,0.0
1754042400,2025-08-01 10:00:00,3.0,79.24,0.01,0.05,45.23,0.38,19.96,67.95,0.0
1754046000,2025-08-01 11:00:00,3.0,80.85,0.01,0.05,45.15,0.37,20.1,70.63,0.0
1754049600,2025-08-01 12:00:00,3.0,81.54,0.01,0.05,45.09,0.38,20.45,74.81,0.0
1754053200,2025-08-01 13:00:00,3.0,81.76,0.0,0.06,45.05,0.39,21.08,81.17,0.0
1754056800,2025-08-01 14:00:00,3.0,81.49,0.0,0.08,44.96,0.41,21.93,88.78,0.0
1754060400,2025-08-01 15:00:00,3.0,80.33,0.0,0.09,44.67,0.43,23.17,98.04,0.0
1754064000,2025-08-01 16:00:00,4.0,78.49,0.0,0.09,44.01,0.45,24.46,108.02,0.0
1754067600,2025-08-01 17:00:00,4.0,76.46,0.0,0.09,43.39,0.46,25.64,116.8,0.0
1754071200,2025-08-01 18:00:00,4.0,74.49,0.0,0.09,42.87,0.47,26.29,122.32,0.0
1754074800,2025-08-01 19:00:00,4.0,72.71,0.0,0.09,42.56,0.47,25.9,121.78,0.0
1754078400,2025-08-01 20:00:00,4.0,71.4,0.0,0.09,42.81,0.46,24.54,113.92,0.0
1754082000,2025-08-01 21:00:00,4.0,70.73,0.0,0.09,43.39,0.43,22.69,102.28,0.0
1754085600,2025-08-01 22:00:00,3.0,70.84,0.0,0.09,44.35,0.41,20.95,90.78,0.0
1754089200,2025-08-01 23:00:00,3.0,71.42,0.0,0.08,45.63,0.38,19.45,79.54,0.0
1754092800,2025-08-02 00:00:00,3.0,72.05,0.0,0.08,46.89,0.36,18.41,71.53,0.0
1754096400,2025-08-02 01:00:00,3.0,72.53,0.0,0.08,48.04,0.35,17.85,68.08,0.0
